gene_id	gene_name	RAP1_IAA_30M_REP1	RAP1_UNINDUCED_REP1	RAP1_UNINDUCED_REP2	WT_REP1	WT_REP2
YAR015W	ADE1	3202.08945	3403.551423	4214.896633	2915.084787	2383.338904
YAR018C	KIN3	797.871694	479.68557	495.683958	528.967348	565.125205
YAR019C	CDC15	346.26133	474.305916	504.128451	227.414386	300.431033
YAR019W-A	YAR019W-A	0	0	0	0	0
YAR020C	PAU7	0	0	0	0	0
YAR023C	YAR023C	122.286488	125.001805	322.927108	129.550801	0
YAR027W	UIP3	2107.034531	2611.937299	3026.207763	1161.494401	1618.532607
YAR028W	YAR028W	1525.548729	1035.729249	2305.202753	718.760993	942.278402
YAR029W	YAR029W	576.405491	2846.85164	5883.598659	0	0
YAR030C	YAR030C	508.163178	0	407.121957	134.000649	0
YAR031W	PRM9	1060.936019	728.372195	1215.843034	397.068253	568.109008
YAR033W	MST28	84.752707	956.057768	823.286698	224.61281	342.646692
YAR035C-A	YAR035C-A	0	0	0	0	0
YAR035W	YAT1	47.959297	79.935003	41.30049	152.637145	48.540551
YAR042W	SWH1	1390.845267	1147.514313	1118.026806	900.987883	1015.354022
YAR047C	YAR047C	0	0	526.358496	149.876472	0
YAR050W	FLO1	44.492057	68.530591	59.052801	73.026639	71.320205
YAR053W	YAR053W	0	0	0	0	0
YAR060C	YAR060C	262.255218	0	870.898162	0	262.157008
YAR061W	YAR061W	0	0	0	0	0
YAR062W	YAR062W	106.081296	0	107.952578	56.218003	0
YAR064W	YAR064W	0	0	0	0	0
YAR066W	YAR066W	307.50621	600.837408	413.917621	271.617841	1138.86687
YAR068W	YAR068W	1285.984425	1382.435219	1904.722603	378.34383	1008.215832
YAR069C	YAR069C	0	0	0	0	332.986768
YAR070C	YAR070C	0	0	0	0	0
